url,path
https://www.surf-forecast.com/breaks/Offthewall/forecasts/latest,/home/mauro/git/ds.wtf/html/Offthewall.qs
https://www.surf-forecast.com/breaks/Miramar_2/forecasts/latest,/home/mauro/git/ds.wtf/html/Miramar_2.qs
https://www.surf-forecast.com/breaks/Chapadmalal/forecasts/latest,/home/mauro/git/ds.wtf/html/Chapadmalal.qs
https://www.surf-forecast.com/breaks/Quequen/forecasts/latest,/home/mauro/git/ds.wtf/html/Quequen.qs
https://www.surf-forecast.com/breaks/Punta-Medanos/forecasts/latest,/home/mauro/git/ds.wtf/html/Punta-Medanos.qs
,...qs
https://www.surf-forecast.com/breaks/Yacht/forecasts/latest,/home/mauro/git/ds.wtf/html/Yacht.qs
https://www.surf-forecast.com/breaks/Pinamar/forecasts/latest,/home/mauro/git/ds.wtf/html/Pinamar.qs
https://www.surf-forecast.com/breaks/Santa-Clara-del-Mar/forecasts/latest,/home/mauro/git/ds.wtf/html/Santa-Clara-del-Mar.qs
